ID	Name	WP	Activity Name	Start Month	End Month/ Planned End Date	Activity Status	Collaborating WPs	Supporting WPs	Linked Activities	Linked to All	Activity Category	Activity description	Research questions	Research Question type	Research Question type 2	Methodology	Methodology category	Data Types and Procurement	Collected	Generated	Data Procurement Method	Data Usage	PDCA Cycle	End Users	Water producers	Researchers	Water users	Contributions to Theory and Practice	THEORY	PRACTICE	Contribution to DU	Technology platforms	Policy Support and Guidance	Dissemination and Collaboration	Specific Disciplinary perspectives	Discipline	Single/Inter/Trans-disciplinary	Level of Engagement	Transdisciplinary perspectives	Thematic	Methodological	Fields of Scientific Contribution	IW Aims and Objectives	Contributions to IW aims and objectives
77	Daniele	1	Hydro Project Blaenau Gwent Pre feasibility study	12	13	Completed					Study	Analysis of a series of water networks and roadside culverts owned by the Blaenau Gwent municipality to assess the potential for hydro energy recovery	What is the quantifiable hydro potential at selected locations	What		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Municipality	FALSE	FALSE	TRUE	Inform the landowner	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
78	Daniele	1	Five Fords Hydropower site - Preliminary design	1	3	Completed					Study	Analysis of the outfall of the Five Fords WWTP operated by Welsh Water to assess the potential for hydro energy recovery and produce a preliminary design of the hydro site	How to design a PAT-based hydro installation	How		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Field work	Produce a preliminary hydro design	Plan	Welsh Water (Water company)	TRUE	FALSE	FALSE	Inform the network owner	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
79	Daniele	1	Dublin City Council Hydropower potential feasibility assessment Dodder Water Supply Scheme	21	22	Completed					Study	Analysis of the Dodder water supply line operated by Dublin City Council on behalf of Irish Water to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water pipeline	What		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Dublin City Council (water network operator)	TRUE	FALSE	TRUE	Inform the network operator	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
80	Daniele	1	Preliminary design of a hydropower energy recovery scheme Case study: Rathnure tank inlet	12	14	Completed					Study	Preliminary design of a picoturbine at the inlet of a storage tank in the Blackstairs GWS	How to design a PAT-based hydro installation	How		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Desk study	Produce a preliminary hydro design	Plan	Group Water Scheme	TRUE	FALSE	FALSE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
81	Daniele	1	Tara Mines hydro feasibility assessment	45	47	Completed					Study	Analysis of a pressure reducing station at Boliden Tara Mines to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water network	What		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Boliden Tara Mines	FALSE	FALSE	TRUE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
82	Daniele	1	Dairygold WWTP hydro feasibility assessment	41	43	Completed					Study	Analysis of the outfall of the Dairygold WWTP to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water network	What		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Field work	Assess the potential for energy recovery	Plan	Dairygold (Food&beverage industry)	FALSE	FALSE	TRUE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
83	Daniele	1	Fethard WTP hydro feasibility assessment	43	44	Completed					Study	Analysis of the inlet of the Fethard WTP to assess the potential for hydro energy recovery	What is the quantifiable hydro potential in the water pipeline	What		"Data collection, calculations, report generation"	Assessment	"Flow meter records, as-built drawings, pressure data, pictures"	TRUE	FALSE	Field work	Assess the potential for energy recovery	Plan	Glan Agua (water network operator)	TRUE	FALSE	FALSE	Inform the network operator	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	Consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
84	Isabel 	4	Introducing a Calculator for the Environmental and Financial Potential of DrainWater Heat Recovery in Commercial Kitchens	31	64	Completed	2	8	"14, 16"		Publication	"Publication of the research on the development of a heat recovery toolkit for commercial kitchen owners (pubs, restaurants, cafes, canteens etc.) whcich enables them to get an estimate on their individual heat recovery potential from drain water, environmental and cost savings (or trade-offs)."	How is a tool developed which promotes and supports the implementation of heat recovery in commercial kitchens?	How		Results from the research on heat recovery in kitchen drains (WP2 and WP4) was translated into an excel based toolkit/calculator. Layperson language guide to heat recovery and the results of the toolkit were added.	Modelling	"From previous research in WP2 and WP4, including monitoring studies at several kitchens by WP2, such as the kitchen at the demonstration site Penrhyn Castle. Literature review."	TRUE	FALSE	Field work	Monitored and modelled data from WP2 and WP4 was used to develop the toolkit and write the publication.	Do	"Readers from academia and water end-users such as owners, managers of commercial kitchens (restaurants, pubs, cafes, canteens in schools, offices and hospitals)"	FALSE	TRUE	TRUE	Disseminate the knowledge about the toolkit development and the toolkit itself to the academic and non-academic public.	FALSE	TRUE	This work contributes to dŵr Uisce objective of developing a toolkit for assessing the environmental and cost savings of installing a heat recovery device in commercial kitchens.	FALSE	TRUE	TRUE	From an environmental point of view: application/translation of Life Cycle Assessment results into practice.	Environmental Sciences	Interdisciplinary	Inform	"Results from research in WP2 and WP4 on heat recovery in commercial kitchens, combining engineering discipline and environmental management (LCA) discipline. Toolkit and webinar organised/ promoted through WP8 (communications and networking)."	TRUE	TRUE	EIA and low-carbon energy	Result-based approach	facilitating the realisation of a low-carbon technology for heating water
85	Madhu	2	Imperial Hotel DWHR Assessment	65	78	In Progress	4				Project	"Assess the feasibility of installaing a DWHR system at the Imperial Hotel, Llandudno "	What is the feasibility of a DWHR system at the monitored wastewater line of the Hotel?	What		"Data collection, calculations, report generation"	Assessment	"Tinytag temperature collection, online rainfall records"	TRUE	FALSE	Field work and desk study	Assess the potential for DWHR	Do	Hotels	FALSE	TRUE	TRUE	Improves potential for heat recovery in large Hotels	TRUE	TRUE	Improves potential for heat recovery in large Hotels	FALSE 	TRUE	TRUE		Engineering	Transdisciplinary	Share advice	Work has been carried out with support and input from staff at the Imperial Hotel			Drain water heat recovery	Result-based approach	It contributes to the growth and maintenance of the cluster; to increasing visibility of the demonstration sites and support uptake of the innovation technologies
86	Richard	7	"Study on the impact of variation in abstraction licence conditions between England, Wales, Scotland, Northern Ireland, and Ireland on water abstraction for run-of-river hydropower"	65	78	In Progress					Project	"Study investigating the impact of variation in abstraction licence conditions between England, Wales, Scotland, Northern Ireland, and Ireland on water abstraction for run-of-river hydropower. Study looks at the lost abstraction, and therefore power generation both historically (1985-2015) and for future worst-cast scenario climate change (RCP8.5) affected flows (2021-2080)"	Q1. What impact do variations in abstraction licence conditions have on the volume of water abstracted for run-off-river hydropower Q2. How do abstraction licence conditions affect the future power generation potential of run-off-river hydropower schemes	How	How	"Using projected streamflows for 2021-2080 from some of our previous work (hydrological modelling of catchment streamflow using the EXP-HYDRO model under future climate change, using the latest projections for the region (UKCP18)), water abstraction was modelled under different abtraction licence conditions, based on the standard rules for each of the five nations. Results were compared to access the variation in abstraction potential due to abstraction licence conditions. The same analysis was completed for hidtorical measured streamflows."	Modelling	"Streamflow timeseries for 585 catchments across the UK and Ireland. Each catchment modelled 12 times, based on all 12 ensemble members of the UKCP18 climate data.  Subsequent extrapolation of this streamflow to 531 hydropower sites in 178 catchments in England, Wales, Scotland, Northern Ireland and Ireland, based on the average of all 12 model outputs. Timeseries of abstraction potential for all 531 hydropower sites"	TRUE	TRUE	Desk study	Data used to assess how variation in water abstraction licence conditions impact hydropower generation. Research paper being written.	Do	"Academics, hydropower scheme operators, water managers, environmental regulators, surface water abstractors"	TRUE	TRUE	TRUE	"Analysis on this UK-Ireland scale of the impact of abstraction licence conditions on hydropower potential has not be completed before. In addition, the assessment of both future and historical streamflows in context adds further novelty. Results may inform future water resource management  in relation to hydropower licencing and planning across the region. In addition, the impact of future climate change on hydropower generation characteristics is also particularly novel, especially at the wider UK & Ireland scale. "	TRUE	FALSE	Future streamflow changes may influence the abstractable water resource for public water supply which may impact on some of the technologies being developed in the project. Future publication and contribution to project deliverables	FALSE 	TRUE	TRUE	"Provides a large scale overview of the impacts of abstraction licence conditions on the power generation potential of run-of-river hydropower schemes, both historically and in the future"	Geography	Single Discipline	Inform	"Result gathered are applied to hydropower in particular, however abstraction licences are applied in various forms to any water abstractor therefore, the results are more generally applicable to any surface water abstractor. The results also may help to inform wider energy network/provision planning, due to the projections of future hydropower generation changes."	FALSE	TRUE	Climate Change Assessment	Cross-border additionality	It contributes to the growth and maintenance of the cluster; to increasing visibility of the demonstration sites and support uptake of the innovation technologies
87	Richard	7	"Consultation and modelling work for Talybont Community Flood Group constituting an assessment of sub-basin contributions to peak flows at Talybont in the Afon Leri catchment, and the potential impact of tree planting on streamflow."	56	57	Completed					Study	Hydrological modelling work completed for the Talybont Community Flood Group to identify sub-catchments upstream of the village that are contributing the most to peak flows. Also studied was the impact of tree planting on reducing these peak flood flows.	Q1. Which subbasins are contributing a disproportionate amount of streamflow to peak flows in the Afon Leri catchmenTŷ Q2. What impact does potential tree planting have on peak streamflows? 	How	What	"Hydrological modelling using the Soil and Water Assessment Tool (SWAT) to investigate and analyse subbasin level contributions to peak streamflows in through the village of Talybont. Three historical peak streamflow events were identified for study. The modelled streamflow was calibrated using historical gauged streamflow data and climate data from CAMELS-GB.  Further work utilised the Land Use Change SWAT+ Toolkit (LUCST) to make changes to the observed land use/land cover data, to simulate the impact of tree planting on streamflows."	Modelling	"Ordnance Survey Terrain 5 digital elevation model, CORINE Land Cover 2018 data, and EU Soil Database data, all for catchment setup and delineation.  Historical streamflow data from the National River Flow Archive and historical weather data from the Climate Forecast System Reanalysis Global Weather Dataset and CAMELS-GB dataset - both used for catchment calibration & validation. Also local knowledge from TCFG members on likely areas for future tree planting."	TRUE	TRUE	Desk study	"Data used to access the major contributing sources to peak flows in the Leri catchment, as well as to quantify the impact of tree planting on peak flows."	Do	"Talybont Community Flood Group, NRW, Academics"	FALSE	TRUE	FALSE	"Analysis at this scale for this catchment and group, with their specific set of aims, has not be completed before. This work will help inform future flood management strategy decisions within the catchment, for the benefit of flood reduction in Talybont."	TRUE	TRUE	This work constitutes an additional organisation helped as part of our non-financial support obligations.	FALSE	TRUE	TRUE	Provides an opportunity to place theoretical hydrological modelling practice in to practical use within a community.	Geography	Transdisciplinary	Share advice	"Work has been carried out with support, input and data sharing by the members of the Talybont Community Flood Group"			"Education, Outreach and Engagement"	Cross-border additionality	Contributes to the growth of the SSC
88	Isabel 	4	"Carbon, water footprint and heat recovery assessment for Aber Falls distillery and consultation on how environmental footprint can be reduced."	69	71	Completed		2			Project	"Consultation work for Aber Falls distillery on how to lower their environmental footprint with focus on energy, water use and by-product use."	Quantification of the current water and carbon footprint and suggestion of measures to reduce the footprint.	How	what	Modelling (Life Cycle Assessment) based on Aber Falls production data.	Modelling	Data were collected from Aber Falls during a site visit and with a follow-up questionnaire	TRUE	TRUE	Case study	Production data from the distillery were used for modelling of the Life Cycle Assessment including different options for by-product use and for an estimate on heat recovery.	Do	Aber Falls distillery	FALSE	FALSE	TRUE	Aber Falls was consulted on the benefits of: reducing/avoiding the use of diesel through their boiler; heat recovery from the distillations; use of by-products as cattle feed or biogas production; water consumption metering and monitoring.	TRUE	TRUE	This project contributes to our NFS target as well as to the facilitation of water and energy efficiency measures in distilleries.	FALSE	FALSE	TRUE	"Enables Aber Falls to understand where their carbon and water footprint hotspots lie, as well as how to minimise them."	Environmental Sciences	Transdisciplinary	Share advice	Work was based on data from Aber Falls distillery and fed back to them with recommendations.	TRUE	TRUE	"education, Outreach and Engagement"	Result-based approach	"facilitating the realisation of a low-carbon technology for heating water, for low-carbon use of distillery by-products and the understanding of a distillery's environmental footprint"
89	Roberta	8	Launch of Penrhyn Demonstration site in person	74	74	Completed	"2,4"	6			Event																																	
90	Roberta	8	Launch of Penrhyn Demonstration site online	74	74	Completed	"2,4"	6			Event																																	
91	Roberta	8	3D tours of demonstration sites	68		In Progress	2	1			Project																															"Education, Outreach and Engagement"		
92	Jan	2	Drain Water Heat Recovery Fesibility Studies	16	44	Completed					Study	"Feaibility studies for DWHR at the following sites: National Trust, Coolmore Park GWS,Talbot Hotel Stillorgan,Druids Glen Hotel, Ashlawn Nursing Home, Nenagh Swimming Pool, Cooleney Cheese, ABP Food Group,	Noel Lawlor Consulting Engineers"																														Drain water heat recovery		
93	Nathan	5	GIS and water industry statistic based study to explore the effect of rurality on energy consumption in water supply services	25	25	Completed					Study																															Benchmarking in the water sector		
94	Daniele	1	"Feasibility of MHP generation in community-owned rural water supply networks in Ireland Case studies: Ballinguiroe Tankardstown GWS, Coolagh Caherleske GWS, Kilcredan GWS, Killally Ballinrush GWS and Kilriffith Kilmore GWS and Walterstown (plus Moyne and Patrickswell GWSs - unfinished)"	15	20	Completed					Study	"Analysis of the water network operated by the Ballinguiroe Tankardstown GWS and Coolagh Caherleske GWS, Kilcredan GWS to assess the potential for hydro energy recovery"	What is the quantifiable hydro potential in the water network	What		"Data collection, numerical simulation, report generation"	Assessment	"Flow meter and water consumption records, together with network maps"	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Group Water Scheme	TRUE	FALSE	FALSE	Inform the network owners	FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE	TRUE		Engineering	Single Discipline	consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
95	Daniele	1	"Mullins Mill, Kells, County Kilkenny Hydropower potential assessment"	25	25	Completed					study	Hydropower potential assessment of the Mullins Mill on the River Kings in Co. Kilkenny	what is the energy recovery potential at the mill?	what				Water levels measured on site	TRUE	FALSE	Desk study	Assess the potential for energy recovery	Plan	Heritage site	FALSE	FALSE	TRUE		FALSE	TRUE	This activity contributed to NFS as well as to knowledge gathering and dissemination.	TRUE	FALSE 	TRUE		Engineering	Single Discipline	consult				Hydro power energy recovery in water network	Result-based approach	Energy recovery assessment
96	Roberta	8	Climate Action Hackathon Programme in Irish Secondary School - Delivery 	75	78	In Progress	6	5			Project	Delivery of the Hackathon Programme in Irish Secondary Schools																																
97	Isabel	4	"Studying water, energy and material use as well as energy and resource recovery options in a micro-distillery, focussing on by-product streams and water heat recovery."	25	75	Completed	2				Project	"Data collection for the whole production life cycle of whisky at Arbikie distillery, calculation of an environmental footprint and elaboration of suitable measures to reduce the carbon and water footprint by: using by-products or recovering heat from waste and process streams."	"What are the environmental hotspots during whisky production in a micro-distillery? How can the environmental performance of the distillery be optimised? How can water and energy be used most efficiently? How can by-products (spent grain, pot ale, spent lees) be used most efficiently?"	What	How	"Collection of inventory data for Life Cycle Assessment, and conducting a Life Cycle Impact Assessment"	Assessment and Modelling	Production data from Arbikie distillery and background data from LCA databases and literature	TRUE	TRUE	Case study	The data were used for a Life Cycle Assessment including heat recovery assessment	Plan	"Arbikie distillery, distillery managers, heat recovery engineers, academics"	FALSE	TRUE	TRUE	Showcasing environmental hotspots at a distillery and efficiency measures regarding by-product use and water/energy use.	TRUE	TRUE	Contribution to dissemination	FALSE	TRUE	TRUE	The study provides insight into environmental hotspots and improvement measures for distilleries.	Life Cycle Assessment	Inter- and Transdisciplinary	Co-create	The study was co-created with Arbikie distillery business	TRUE	TRUE	EIA and low carbon energy; drain water heat recovery	Result-based approach	Study results will inform other distilleries in the project region on how to minimise the environmental footprint of a distillery and optimise resource use.
98	Richard	7	Hydrological modelling assessment in the Afon Gwyrfai catchment to quantify flooding impacts	22	22	Completed					Study																																	
99		1	Preliminary design of a 4KWh pico hydro scheme powered by a pump-as-turbine for Ogwen Hydro	10	10	Completed					Study			What																														
